Word, Sadness, Joy, Love, Anger, Fear, Surprise
hershey,1,1,0,1,0,0
tarkovsky,0,0,1,0,0,0
unabated,1,0,0,0,0,0
revisions,0,2,1,0,1,0
coreavc,0,1,0,0,0,0
havn,0,0,0,0,0,1
wls,0,1,0,0,2,0
outset,2,5,1,0,1,0
pennyfacedown,0,1,0,0,0,0
swooning,0,2,0,0,2,2
sixtwelve,0,1,0,0,0,0
onde,1,0,0,0,0,0
estou,1,0,0,0,0,0
indo,2,1,0,0,0,1
espanol,1,1,0,0,0,0
aqui,1,0,0,0,0,0
tengo,1,0,0,0,0,0
nde,1,0,0,0,0,0
voy,1,1,0,0,0,0
resolving,3,4,0,1,0,0
promo,2,6,3,2,0,0
mouthfeel,3,1,0,1,1,0
frdc,0,1,0,0,0,0
documenting,8,8,0,0,2,0
unproven,0,1,1,0,0,0
bcci,1,1,0,0,0,0
pataudi,0,1,0,0,0,0
nighter,2,2,0,0,0,0
assumes,1,2,0,2,3,1
scruffy,0,1,0,1,0,2
unduly,0,1,0,2,3,1
bummy,0,1,1,0,1,0
mrbigdick,0,0,1,0,0,0
eveline,0,0,1,0,0,0
gazebo,1,1,0,0,0,0
holed,3,1,1,0,1,0
comps,0,1,0,0,0,0
nippin,1,0,0,0,0,0
nicholas,0,7,0,1,0,0
recuperating,1,1,1,1,1,0
gprs,1,0,0,0,0,0
thereupon,1,0,0,0,0,0
telephones,1,0,0,0,0,0
pledge,3,2,0,4,6,0
umbilical,0,2,1,1,0,0
sto,1,0,0,1,0,0
mith,0,0,0,1,0,0
csrs,0,0,1,0,0,0
muffy,0,0,1,0,0,0
easterly,2,0,0,0,0,0
aroma,1,9,4,1,0,1
sequels,0,1,1,0,0,1
pebble,1,2,0,0,1,0
concurrently,1,1,0,0,1,0
trajectory,3,3,0,2,1,0
trappings,3,3,0,0,1,1
geniunely,0,0,0,1,0,0
someoen,0,1,0,1,0,0
lankan,1,4,0,0,0,0
valium,3,3,0,3,1,0
staggering,2,2,0,1,0,0
povray,0,0,0,0,1,0
inboxes,0,0,0,0,1,0
haunts,4,2,0,1,2,0
countered,2,5,0,2,0,0
terrine,0,1,0,0,0,0
biddle,0,1,0,0,0,0
pentacles,1,0,0,0,1,0
caters,2,0,0,0,2,1
toubabs,1,0,0,0,0,0
reruns,0,2,0,1,0,1
statuses,2,2,1,4,0,0
selim,1,0,0,0,0,0
peach,3,6,3,1,0,0
teamleader,0,0,0,2,0,0
buckle,2,5,0,2,1,0
breasted,2,0,0,0,1,1
baelish,0,0,1,0,0,0
diehard,1,1,1,1,0,0
thermodynamics,1,0,0,0,0,0
caddie,0,1,0,0,0,0
counturl,0,0,0,0,1,1
webtickling,0,0,0,0,2,1
femininity,2,9,2,0,3,0
dorkiness,0,1,1,0,0,0
conformity,4,2,1,0,0,0
statinos,0,1,0,0,0,0
intervenes,0,1,0,0,0,0
stimulus,0,2,0,0,0,0
nlp,0,2,0,0,1,0
programmer,0,3,0,0,0,0
iranian,0,2,1,1,1,0
persian,1,2,0,0,0,0
soba,0,2,0,0,0,0
fluctuating,2,2,0,0,0,0
laurels,1,1,0,0,0,0
rocket,3,6,1,2,1,1
exurcison,1,0,0,0,0,0
cheeseball,1,0,0,0,0,0
mcmanda,0,1,0,0,0,0
aaryn,0,2,0,0,0,0
antithesis,0,1,0,0,1,0
traipsing,2,1,0,2,0,0
disorientation,1,3,0,1,0,1
bookshelf,0,3,0,1,0,0
masquerading,0,2,1,2,0,0
yihan,1,0,0,0,0,0
alaska,4,5,0,4,3,2
millionth,3,1,0,2,0,0
fuckfuckfuckfuckfuck,0,0,0,1,0,0
legislative,1,2,1,1,0,0
indispensable,0,6,0,0,0,0
yellowstone,0,1,0,0,0,0
dayan,0,1,0,0,0,0
thankew,0,1,0,0,0,0
bowed,3,1,0,0,0,1
misfitdina,1,0,0,0,0,0
entitlements,1,0,0,0,0,0
rasheed,0,1,0,0,0,0
pretest,0,2,0,0,0,0
bohemoth,0,2,0,0,0,0
orthogonally,0,1,0,0,0,0
munching,1,3,1,1,1,0
disassociate,3,1,0,0,0,0
unmade,1,1,0,0,0,0
expended,1,1,0,2,0,1
seroquel,0,0,1,4,2,0
pts,1,0,0,2,3,0
lured,3,3,0,0,1,0
hottie,0,1,1,0,1,0
overindulgence,1,1,1,0,0,0
harshest,0,1,1,0,0,0
embarrassingly,3,2,1,1,0,0
focuses,3,4,1,3,0,0
greatbritain,0,1,0,0,0,0
butchered,1,1,1,1,1,0
chanced,1,1,0,1,0,0
lynx,0,0,0,1,1,0
romancing,1,0,0,0,0,0
hm,3,1,1,1,1,1
opine,0,0,0,0,1,0
swanson,0,2,0,0,0,0
raiders,2,2,0,1,0,0
richd,0,0,0,1,0,0
weatherperson,1,0,0,0,0,0
milder,1,1,0,0,0,0
clumpy,1,1,0,2,0,0
wrappers,1,0,0,0,0,0
adieu,0,1,0,1,0,1
andys,0,0,1,0,0,0
budgets,0,2,1,0,0,0
redundancies,0,0,1,0,0,0
bluff,1,2,0,0,0,0
walagamba,1,0,0,0,0,0
tawny,0,2,0,0,0,0
masterpiece,6,14,2,1,1,0
dee,2,3,1,1,0,0
frenzied,1,1,0,3,1,0
carole,10,0,0,0,0,1
cheapest,2,3,0,1,0,1
tits,2,5,7,2,0,0
rockaway,0,1,0,0,0,0
unprofessional,8,3,0,4,1,0
ism,3,1,0,0,1,0
dal,0,1,0,0,0,0
bhat,0,1,0,0,0,0
eucharistic,0,1,1,0,0,0
shoul,0,1,0,0,0,0
feu,2,2,0,0,0,0
wryly,0,3,0,0,0,0
sucession,0,0,0,0,1,0
abrasive,2,3,0,0,2,0
recycled,1,2,0,1,1,0
tatay,1,0,0,0,0,0
parrotlet,1,0,0,0,0,0
disagreement,3,1,2,5,1,0
conquest,0,2,0,3,0,0
printable,0,3,3,0,0,0
floral,0,12,5,1,0,0
oy,1,0,1,0,0,0
nicky,0,2,0,1,0,0
tennar,1,0,0,0,0,0
knackered,5,11,2,4,1,0
apperently,0,1,0,0,0,0
ddr,0,2,0,0,0,0
quartermisses,0,0,0,1,0,0
joelle,1,0,0,2,0,0
thee,11,11,6,1,2,0
manis,1,2,0,0,0,0
receptive,5,6,1,1,0,0
exhilirated,0,1,2,0,1,0
chune,0,1,0,0,0,0
haiku,3,1,0,0,0,0
originating,0,2,0,0,1,0
brussels,3,2,0,0,2,0
dracula,0,1,1,0,0,0
hypnotises,0,1,0,0,0,0
jugular,0,1,0,1,0,0
lamenting,4,3,0,1,2,0
moroccan,0,3,1,1,0,0
stumbles,1,0,0,3,1,1
dialect,1,2,1,2,0,0
interlocutor,0,0,0,1,0,0
soerkano,0,0,0,1,0,0
intimated,0,0,0,2,2,0
havisham,1,0,0,0,0,0
chiari,0,1,0,0,0,1
electorate,0,2,1,0,0,0
honorably,0,0,1,0,0,0
legg,0,1,0,0,0,0
buds,5,7,6,3,1,3
carriages,0,1,0,1,0,0
cocooned,1,1,0,0,0,0
sab,4,1,0,0,0,0
bonka,0,0,0,0,0,1
neva,0,0,1,0,0,1
nourishes,0,1,0,0,0,0
enriches,0,1,0,0,0,0
outwards,3,1,0,1,0,0
inwards,1,4,0,0,1,0
legalized,0,0,0,1,0,0
zoohoor,0,0,0,0,1,0
asserted,2,0,0,0,2,0
marginalised,1,0,0,0,1,0
deployed,4,1,0,1,0,0
cushions,4,2,0,0,1,0
recited,0,1,0,0,1,1
leafless,1,0,0,0,0,0
saluted,0,1,0,0,1,0
bist,0,0,0,0,1,0
ein,0,0,0,0,1,0
aryan,0,0,0,0,1,0
nicht,0,0,0,0,1,0
retouching,0,1,1,1,0,0
sem,4,3,2,1,3,0
biatch,2,1,0,1,0,0
stateside,1,0,0,0,0,0
currency,5,4,0,1,1,1
chews,0,0,0,1,0,1
globular,0,1,0,0,0,0
daubs,0,2,0,0,0,0
underpinning,0,1,0,0,0,0
slinky,0,1,3,0,0,0
cannons,1,0,0,0,0,0
agonising,1,4,1,0,0,0
wfny,0,1,0,0,0,0
croaking,1,0,1,0,0,0
lungfuls,1,0,1,0,0,0
disgustingness,3,1,0,1,0,0
championed,0,1,0,0,0,0
insects,1,6,3,3,1,0
drumming,0,4,2,1,1,0
draining,14,5,1,5,1,1
celeb,1,3,0,0,1,0
demko,0,0,1,0,0,0
whatelse,0,0,0,1,0,0
perez,4,0,1,1,0,0
lexie,1,1,0,0,0,0
descends,0,3,0,0,0,0
myfitnesspal,0,1,0,0,0,0
othered,2,0,0,0,0,0
penguin,2,5,0,1,0,0
kll,1,0,0,0,0,0
mobutu,0,0,0,0,1,0
recounted,0,1,2,3,0,0
recitation,0,0,1,1,0,0
roughshod,0,1,0,1,0,0
dissapeared,5,0,0,0,7,0
tibetan,0,1,1,0,0,0
ld,0,0,1,1,0,0
tiresome,1,4,1,2,0,0
jae,0,2,1,0,1,0
gripes,0,1,0,0,1,0
tinkling,0,1,1,0,0,0
kapa,0,1,0,0,0,0
haka,1,1,0,0,0,0
mantras,3,1,0,0,0,1
unimpressed,1,1,0,0,0,0
twitching,4,4,1,3,2,2
footage,6,13,2,4,1,2
bedrooms,2,7,0,0,2,0
abovementioned,0,1,0,0,0,0
gerry,0,1,0,0,0,0
riddles,2,0,0,0,2,0
metaphors,1,5,0,1,1,0
improvising,1,4,0,0,0,0
milking,0,1,0,1,0,0
sychopantic,1,0,0,0,0,0
hobbiton,1,0,0,1,0,0
lenient,0,0,2,0,1,0
cheaters,0,0,0,2,0,1
professionality,0,1,0,0,0,0
sappers,0,1,0,0,0,0
flanking,0,2,0,0,0,0
wuhan,2,0,0,0,0,0
cheeseburger,2,0,1,1,0,0
premiership,1,0,0,1,0,0
relegation,0,1,0,1,0,0
reinforcement,1,5,0,0,0,0
outgrowing,2,0,0,1,0,0
leftout,1,0,0,0,0,0
beng,1,0,0,2,1,0
reeally,1,0,0,0,1,0
lingers,10,8,2,0,1,1
catcher,0,5,2,0,0,0
edgars,1,0,0,0,0,0
agathas,1,0,0,0,0,0
stored,5,5,5,0,5,1
fades,4,7,2,1,0,0
complexion,1,7,2,1,1,0
tomlin,0,1,1,0,0,0
roo,2,1,1,0,0,0
smartly,2,1,1,0,0,0
cadence,2,3,1,0,0,0
sappier,1,0,0,1,0,1
brittain,0,0,0,1,1,0
appropriatley,0,0,0,1,0,0
aftereffects,0,2,0,0,0,0
rilly,1,1,0,0,0,0
demographics,1,2,0,0,0,0
census,0,1,0,0,0,0
sarahness,1,0,0,0,0,0
whingy,1,0,0,0,0,0
fetch,8,1,2,2,3,1
disadvantage,5,8,0,1,0,0
snobby,2,4,2,1,1,0
squishy,2,4,0,2,1,0
secrete,0,0,0,1,0,0
rsswidget,4,1,1,2,0,1
juliasherred,0,3,0,0,0,0
machinery,1,5,3,0,0,0
inspect,0,3,0,0,1,2
gynea,0,0,0,0,1,0
optifast,0,1,0,0,2,0
stongly,0,0,1,0,0,0
filthythe,2,0,0,0,0,0
blago,2,0,0,0,0,0
skinnier,2,2,0,0,1,0
tilted,3,1,1,0,1,0
upward,3,6,1,2,1,1
tortellini,0,0,0,1,0,0
meatballs,0,2,0,1,0,0
hyde,0,2,3,0,0,0
hamster,6,7,0,3,3,0
completly,8,2,1,4,2,0
aisles,1,1,0,2,0,0
qq,0,1,0,1,0,0
larchmont,0,0,1,0,0,0
outgrew,1,0,0,0,0,0
crib,4,8,1,2,2,0
deter,1,0,1,0,2,0
instill,3,4,0,0,3,0
headroom,0,1,0,0,0,0
carcenogenic,0,1,0,0,0,0
pleasantness,0,2,0,0,0,0
manned,0,0,0,0,0,1
grieved,6,6,1,2,1,0
conferencing,0,2,0,0,0,0
epals,0,1,0,0,0,0
webquests,0,1,0,0,0,0
perfectness,0,1,1,0,2,0
snicker,2,1,0,4,0,1
implementing,3,6,0,1,0,0
amara,0,1,0,0,0,0
billabong,0,1,0,0,0,0
hander,0,1,0,0,0,0
oyster,1,4,0,3,0,0
inflames,0,1,1,0,0,0
odor,2,1,1,1,1,0
comiccon,0,0,0,1,0,0
sync,8,8,1,2,1,0
horsie,0,1,1,0,0,0
mare,1,3,2,0,0,0
naval,0,0,0,1,0,0
submerge,0,2,1,1,0,0
registers,0,0,1,0,1,0
divorces,2,0,1,0,1,0
witha,2,0,0,0,1,0
kite,0,1,0,0,1,1
finalists,1,3,2,0,0,0
sharonpoet,0,0,0,0,1,0
autotune,0,2,0,1,0,0
theologically,0,2,0,0,0,0
propagation,0,2,1,0,0,0
livid,3,0,0,1,0,0
polyvore,2,0,1,0,0,0
lumber,1,1,0,0,0,0
slah,0,1,0,0,0,0
draco,3,2,1,1,0,1
shippers,0,1,0,0,0,0
limbaugh,0,2,0,0,0,0
hancock,1,0,0,0,0,0
nanjing,1,0,0,0,1,0
populous,0,0,0,0,1,0
bends,2,0,0,0,1,0
ini,1,2,0,2,1,1
phantom,4,0,2,2,0,0
menace,0,1,0,1,1,0
vi,0,2,1,1,0,0
jedi,0,0,2,1,1,0
weeded,1,2,0,0,1,0
flags,6,5,2,1,1,0
cheater,1,1,1,2,1,1
symbolises,0,2,0,0,1,0
indeedy,0,1,0,0,0,0
meandered,0,1,0,0,2,1
allsorts,0,0,0,0,1,0
vintagey,1,0,0,0,1,0
raqmo,1,0,0,0,0,0
dawley,0,0,0,0,1,0
catapulted,0,1,0,1,1,1
proficiency,1,2,0,1,1,1
pmw,0,0,1,0,0,0
airbrushed,1,2,0,0,1,0
listia,0,1,0,0,0,0
celebs,1,2,0,0,0,0
presidents,5,3,0,2,0,1
modesty,3,1,0,2,1,0
feeler,1,1,1,2,0,0
danmn,1,0,0,0,0,0
peephole,1,0,0,1,0,0
grrrr,1,1,0,2,0,0
dice,1,5,1,2,1,1
unselfish,0,3,1,1,0,0
medals,1,5,0,3,0,1
splitting,5,1,0,2,3,0
pis,0,0,0,1,0,0
socialise,1,3,0,1,1,0
sadder,6,3,0,5,1,0
drr,0,1,0,0,0,0
skater,3,3,0,3,2,1
exfoliator,1,0,2,0,0,0
micro,5,4,1,3,1,1
scratches,2,1,2,1,0,0
nieghbourhoods,0,1,0,0,0,0
scrapped,1,1,1,1,0,0
sportsbetting,1,0,0,0,0,0
obstructed,1,0,0,1,0,0
airway,1,0,0,0,0,0
prouder,0,2,1,0,0,0
inseparable,1,1,1,0,1,0
shipped,0,5,0,2,0,0
llloooonnnnggg,0,0,0,1,1,0
finely,0,3,1,1,0,0
meganness,0,1,0,0,0,0
tic,1,0,0,1,1,1
pagetracker,0,2,0,0,0,0
catalonia,0,0,1,0,1,0
bangla,0,1,0,0,0,0
tribune,0,2,0,0,0,0
totter,0,0,1,0,0,0
fulcrum,0,0,1,0,0,0
aki,0,0,1,0,0,0
bassist,0,1,1,0,0,0
weening,1,0,0,0,0,0
lactose,1,1,0,0,0,0
innards,3,1,0,1,0,0
meanings,4,7,1,0,0,0
disordered,4,0,0,0,0,0
tru,2,1,0,1,0,0
outcry,1,1,0,1,2,1
condemning,1,3,1,1,1,1
yl,0,1,0,0,0,1
lavender,2,5,3,0,3,1
frankincense,0,1,0,1,1,1
etude,0,1,0,0,0,0
wargamed,0,1,0,0,0,0
powerfull,0,2,0,0,1,0
carter,7,2,3,4,2,0
hulsey,1,0,0,0,0,0
jukebox,1,0,0,0,1,0
menopause,2,4,2,0,1,0
threebeesinabluebonnet,1,0,0,0,0,0
securities,0,1,0,1,0,0
cof,0,1,0,0,0,0
neeeeeeed,0,0,1,0,0,0
mukta,0,2,0,0,0,0
fraught,2,2,0,0,0,0
snoozed,0,1,0,0,1,0
farmhouse,1,2,0,0,0,0
alibi,2,3,0,0,0,0
discounting,1,1,0,1,0,1
shying,0,0,1,0,3,0
hugeeee,0,1,0,0,0,0
constricted,2,0,0,2,2,0
sacked,1,1,0,0,0,0
tum,1,1,1,0,0,0
takeaway,3,2,0,0,1,0
overtaxed,0,2,1,0,0,0
octopus,1,2,0,0,3,0
undervaluing,0,0,0,1,0,0
drummer,0,1,1,3,2,1
starr,0,2,0,0,0,0
backbeat,0,1,0,0,0,0
mindfully,0,3,1,0,0,0
scald,0,0,1,0,0,0
propriety,0,0,0,2,1,0
tcadult,0,1,0,0,0,0
evoking,0,0,2,0,1,0
tole,0,0,0,0,1,0
confrontal,0,1,0,0,0,0
menswear,0,3,3,0,0,0
moochers,0,0,0,1,0,0
whatta,0,0,2,0,0,0
puppetshow,0,0,0,1,0,0
lindsays,0,0,1,0,1,0
lifeline,1,3,0,0,1,0
worldviews,0,1,0,0,0,0
oppressing,1,0,0,0,1,0
steamer,0,1,0,0,0,0
spandex,0,3,0,1,1,0
bobos,0,2,0,0,0,0
selca,0,1,0,0,0,0
accentuation,0,0,0,0,1,1
infections,3,4,0,0,3,1
examiner,0,1,1,1,0,0
unravelled,1,1,0,0,1,0
immortalise,0,1,0,0,0,0
thieves,5,1,1,1,5,0
ylg,0,1,0,0,0,0
observation,5,12,0,4,1,1
infants,0,2,0,1,0,0
pingponging,0,0,0,0,1,0
una,0,2,0,0,0,0
cosa,0,1,0,0,0,0
falta,0,1,0,0,0,0
bombarding,1,0,0,0,0,1
refining,0,2,0,0,0,0
adverbs,0,1,0,0,1,0
duolingo,0,0,0,0,1,0
hindrances,0,2,0,0,0,0
affirm,1,4,3,1,1,0
prosecute,1,0,0,1,0,0
scrutinising,1,0,0,0,1,0
ministrations,0,0,2,0,0,0
splashes,0,2,1,0,1,0
wallowing,7,4,0,5,3,1
slices,3,3,1,3,0,0
dong,3,3,0,0,1,0
nieau,0,0,0,1,0,0
albanians,0,0,1,0,0,0
floater,0,2,0,3,0,0
pointplus,0,1,1,0,0,0
dubious,7,4,0,6,1,0
disappoints,2,0,0,2,1,0
nicker,1,0,0,0,0,0
govern,0,2,0,0,2,1
slovenly,1,0,0,3,0,0
retested,1,1,0,0,0,0
dickens,0,5,0,1,0,0
regaled,0,0,0,1,1,0
bobo,1,2,1,1,0,0
putz,1,2,0,1,0,0
favoured,0,5,0,0,0,0
umpteenth,6,0,0,1,0,0
strollers,2,0,0,0,0,0
bigoted,3,0,0,2,1,0
racking,0,2,0,2,0,1
tearless,2,0,0,0,0,0
agriculture,0,2,2,0,0,0
farming,0,5,5,0,0,0
lish,1,0,0,0,0,0
bloodline,1,1,0,0,0,0
simmons,0,3,1,1,1,0
monocots,0,0,0,0,1,1
dicots,0,0,0,0,1,1
trifle,5,1,0,4,1,1
bhubaneswar,0,0,1,0,0,0
orissa,0,0,1,0,0,0
bazooka,0,0,0,1,0,0
quiting,0,0,0,0,1,0
prodigy,0,3,0,0,0,0
tonights,4,5,4,2,1,0
persuasive,2,5,2,0,0,0
atonement,3,2,1,0,0,0
olay,1,0,1,0,0,1
vichy,1,0,0,0,0,0
idealia,1,0,0,0,0,0
supplied,2,4,2,0,2,0
windbreaker,0,0,0,0,1,0
martinsville,0,0,0,2,0,0
equalize,0,1,0,0,0,0
dazzle,0,4,0,0,0,0
reeducate,1,0,0,0,0,0
energise,0,0,0,0,1,0
deicison,0,0,1,0,0,0
midwifery,1,6,2,0,0,0
quan,0,0,1,0,0,0
digram,0,1,0,0,0,0
arlovski,8,0,0,0,0,0
cliques,1,2,0,0,3,0
breweries,0,1,0,0,1,0
brewpubs,0,1,0,0,0,0
atfal,0,0,0,0,1,0
qad,0,0,0,0,1,0
hayah,0,0,0,0,1,0
resallah,0,0,0,0,1,0
herx,2,0,0,0,1,1
hibernate,2,1,0,1,0,0
malawian,1,0,0,0,0,0
betrays,1,0,1,0,0,0
plea,6,3,0,2,2,0
mouthwash,0,1,1,1,0,0
sinais,0,0,0,0,1,1
scrappy,1,2,2,1,1,1
swishing,1,1,0,2,0,0
sashaying,0,0,0,1,0,0
regrettable,1,2,0,1,0,0
rescindable,0,0,0,1,0,0
slobber,0,1,0,0,0,0
structures,4,9,2,1,1,1
edibleanus,1,0,0,0,1,0
keenan,2,0,0,0,1,0
stepfather,1,2,0,0,1,0
potentiality,1,2,0,1,1,0
westons,0,1,0,0,0,0
carson,1,3,0,0,1,0
effortlessly,3,10,1,2,4,1
slithering,1,1,1,0,1,0
ymca,0,1,2,0,1,0
reeducation,0,0,1,0,0,0
berber,0,0,1,0,0,0
mmo,1,0,0,0,0,0
coupla,0,1,0,1,1,0
fartsy,1,1,0,0,0,0
mek,1,0,0,0,0,0
submarine,0,1,0,1,0,0
cartwheel,0,0,0,2,0,0
hauled,1,3,1,1,1,0
troika,1,0,0,0,1,0
obligating,0,0,1,0,0,0
germ,0,2,0,2,0,0
obrien,0,0,1,0,1,0
lantern,1,0,0,0,1,1
abiding,1,3,0,0,2,1
enduring,7,5,2,1,3,0
ajni,1,0,0,0,0,0
dissociate,1,0,0,0,0,0
shouting,8,14,2,9,5,1
nollywood,1,1,0,7,0,0
focussed,1,2,1,0,0,0
asheville,1,0,0,0,0,0
persecuted,4,1,0,3,4,1
trong,0,0,0,0,1,0
khung,0,0,0,0,1,0
feline,1,5,0,1,1,0
leech,2,1,1,1,0,0
reheat,0,1,0,0,1,0
raqqa,0,1,0,0,0,0
goldsmith,0,1,0,0,0,1
humiliate,2,0,0,4,0,0
grosh,0,0,0,1,0,0
arturo,0,1,0,0,0,0
automated,1,4,0,0,0,0
strappy,0,0,1,0,0,1
thrifted,1,2,0,0,0,1
ninewest,0,0,0,0,0,1
lelouch,1,0,1,0,0,0
unsatisfactory,2,1,0,1,0,0
bitumen,0,0,0,0,1,1
rotation,5,5,3,2,2,0
leverage,0,3,1,0,2,0
brute,0,2,0,0,0,0
bossman,0,0,0,1,1,0
invigorating,2,3,0,1,1,0
elderflower,0,2,1,0,0,0
celibacy,1,0,0,0,0,0
bast,0,1,1,0,0,0
aria,2,0,0,1,0,0
mtx,1,0,0,0,0,0
slushy,0,0,0,2,0,0
amplifying,0,0,1,0,0,0
personified,0,0,1,0,0,0
rollerskiing,0,1,0,0,0,0
eminating,2,1,0,1,0,0
disproportionately,0,2,0,0,1,0
dmkii,0,0,0,0,1,0
ef,1,1,0,0,1,0
classification,2,3,0,0,0,0
witheld,0,0,0,1,0,0
thesurvivingone,1,0,0,0,0,0
cullens,0,0,0,0,1,0
filing,3,3,0,3,0,0
ganz,0,3,0,0,0,0
rollercoasters,0,2,0,1,0,0
kangas,0,1,0,0,0,0
gabbi,0,1,0,0,0,0
lynnderella,1,0,0,0,0,0
pleasuring,0,0,2,0,0,0
badgering,1,0,0,1,1,0
doig,0,0,0,0,1,0
fates,2,1,1,0,0,0
dart,1,3,0,3,0,0
gayness,0,1,0,0,0,0
bumper,4,4,1,2,1,0
entangled,1,1,0,0,1,1
measurements,5,8,1,1,1,2
bmi,0,3,0,0,0,1
posh,1,5,1,0,0,1
rottingly,0,0,0,0,1,1
uncomfortableness,2,1,0,0,3,0
therere,1,1,1,0,2,0
lotsa,2,4,0,1,1,0
bikinis,0,0,1,2,2,0
sarongs,0,0,0,0,1,0
barista,0,5,1,2,0,0
livable,0,2,0,1,0,0
enage,0,1,0,0,0,0
depictions,0,1,0,0,0,0
ccontinue,1,0,0,0,0,0
gestating,0,2,0,0,0,0
soches,0,1,0,0,0,0
alfredo,0,3,2,4,0,0
raspberries,0,5,1,0,0,0
blackberries,0,5,0,1,0,0
marvelled,0,1,0,0,0,0
uti,2,0,1,1,0,0
lancing,1,1,0,0,0,0
thump,2,1,3,1,0,1
alott,0,0,1,0,0,0
ulcers,0,1,0,1,0,0
consumerism,2,3,2,3,3,2
gallons,2,2,0,0,0,1
ketchup,0,2,0,1,1,1
lakes,2,3,2,4,0,1
soshanguve,0,1,0,0,0,0
hogmanay,0,0,1,0,0,0
headless,0,1,0,0,1,0
soldering,0,1,0,0,0,0
beddgelert,0,1,0,0,0,0
watchin,0,0,1,1,0,0
yami,0,1,2,0,0,0
immortalizing,0,0,1,0,0,0
spanx,1,1,0,0,0,0
darlings,1,4,0,0,0,0
savana,1,0,0,0,0,0
philippine,0,3,0,0,0,0
ecclesial,0,1,0,0,0,0
becs,1,1,0,0,0,0
stitchncraft,0,1,0,0,0,0
paraphernalia,1,1,0,1,1,0
gory,1,1,1,1,1,0
unfunny,1,0,1,0,0,0
inputs,2,1,0,0,1,0
conroy,1,0,0,0,0,0
skews,1,1,0,0,0,0
chocked,0,0,1,0,0,0
revved,0,4,0,1,1,0
tackled,1,5,0,1,2,0
tryin,4,2,2,3,2,0
oso,1,0,1,2,0,0
becos,3,3,1,1,1,0
frens,3,5,3,0,2,1
electricity,12,15,1,3,2,4
kiras,0,0,1,0,0,0
slaps,2,3,1,2,0,0
harshness,3,0,1,4,2,0
grunge,5,0,1,2,0,0
bargains,0,2,1,1,0,0
reuniting,1,1,1,1,0,0
fidgety,5,2,0,4,4,0
tsps,0,2,2,0,0,0
tbsp,0,2,2,0,0,0
spreadable,0,1,1,0,0,0
ziplock,0,1,1,0,0,0
negligence,4,1,0,1,0,0
homebody,4,1,0,1,0,0
yellower,1,0,0,0,0,0
fruitful,1,1,0,0,0,0
mores,1,2,1,1,1,0
strollin,0,1,0,0,0,0
billowing,0,3,0,0,0,0
broadly,1,5,0,0,0,0
stereotypically,0,2,0,1,0,0
jocks,0,1,0,0,0,0
cheerleaders,0,2,2,0,1,0
benevolence,0,4,1,0,0,1
stinky,2,4,1,3,2,0
gases,0,1,1,0,1,0
diarrhea,7,0,0,2,3,0
hamid,0,1,1,0,0,0
ei,0,2,2,0,0,0
painkiller,2,2,0,1,0,0
toledo,1,0,0,0,0,2
obscene,3,5,0,3,1,0
wks,1,1,0,1,1,0
eventhough,4,7,1,1,1,1
bettered,1,1,1,0,0,0
caulfield,2,0,0,0,0,0
flippo,0,0,0,0,1,0
lookingness,1,0,0,0,0,0
defecate,0,0,0,1,0,0
footpath,0,2,0,1,0,0
participant,4,7,0,1,1,0
brandy,2,6,0,1,2,0
stints,2,0,0,0,0,0
shafted,1,3,1,1,1,0
toorus,0,1,0,0,0,0
artiste,0,3,0,0,0,1
complainer,1,1,1,1,1,0
cardo,0,1,0,0,0,0
marcus,2,6,0,4,0,0
overustepping,0,0,0,1,0,0
wpial,0,1,0,0,0,0
disbelieving,1,0,0,1,0,1
vicente,0,0,0,0,1,1
repaint,1,1,0,0,0,0
ayyappan,0,1,0,0,0,0
ogas,0,1,0,0,0,0
ghibli,0,1,0,0,0,0
crabcatindustries,0,0,0,1,0,0
sloppy,9,4,1,0,3,0
tray,4,3,0,0,1,0
hotd,0,1,0,0,0,0
bottles,7,12,1,2,4,1
synchronised,0,1,0,1,1,0
failurrrrre,0,1,0,0,0,0
yunnan,0,0,0,0,1,0
tonal,1,3,0,0,0,0
eeyore,4,0,0,0,0,0
tents,0,5,0,0,0,0
tetleys,0,1,0,0,0,0
pekoe,0,1,0,0,0,0
crank,0,7,1,3,1,1
jenifer,0,0,1,0,0,0
crickets,1,2,4,0,0,0
luscious,1,3,2,1,0,0
preceeding,0,1,0,0,1,1
whackadoodle,1,0,0,0,0,0
nutso,1,0,0,0,0,0
oppress,1,0,1,0,0,0
fascists,1,0,0,0,0,0
gtfo,1,0,1,0,0,0
ministers,3,4,2,2,0,0
saskatchewan,1,1,1,0,0,0
floyds,0,1,0,0,0,0
backstreet,1,1,0,0,1,0
homed,0,1,1,0,0,0
hytken,0,1,1,0,0,0
treks,1,0,0,0,0,0
wynn,1,0,0,0,0,0
andover,0,2,1,0,0,0
sodding,1,1,1,1,0,0
powell,1,2,0,3,0,0
furrowed,0,3,0,1,0,0
severus,0,4,1,1,0,0
lukas,0,0,0,0,0,1
rosol,0,0,0,0,0,1
diss,1,1,0,1,0,0
paige,0,2,1,1,0,0
mrrrrf,1,0,0,0,0,0
lax,1,3,1,2,2,1
witht,0,2,0,0,0,0
newbies,0,2,0,0,2,0
fondled,0,0,1,0,0,0
feist,0,0,1,1,1,0
cha,2,6,1,2,0,0
qi,1,3,1,1,0,0
klan,0,0,0,1,0,0
